,y
5077,0
15332,4
12305,1
11769,4
11957,3
8007,3
1584,4
4546,1
17079,0
17453,4
7210,0
3677,0
6461,4
9801,4
10578,0
2785,4
8161,4
13896,4
10013,0
353,0
454,1
12819,3
5755,2
6316,4
8394,0
8521,2
9685,4
3884,2
8175,4
7327,0
6278,4
4632,3
6253,4
419,1
12372,4
5505,1
11518,0
6146,3
7004,3
7383,0
17323,4
15729,1
11612,0
4021,4
10177,4
4411,4
9003,0
6246,4
6244,4
13158,4
15534,2
1115,0
14373,2
14622,0
1494,4
9127,0
10121,4
8573,1
13929,4
7301,4
17268,2
5244,0
1758,1
6739,4
8872,0
15767,0
12228,4
4930,0
9245,3
6520,0
10946,3
16115,0
13472,0
17916,1
13564,0
14872,1
10933,1
3791,2
650,2
3091,4
11369,4
11859,1
9000,0
11363,4
4088,4
12679,4
2369,1
1644,0
13346,2
2540,4
10917,0
5994,2
5197,4
15987,0
3689,1
14442,4
1790,1
8434,1
7364,0
5851,3
15356,4
8548,4
5703,2
1609,0
11847,1
12636,2
15636,3
4309,2
6314,3
1071,1
8584,3
12613,2
3100,2
215,4
17552,3
11698,0
9892,0
3632,1
15857,2
15593,2
13301,0
16083,1
15981,1
1017,0
4985,0
2385,0
7435,0
9033,3
11108,3
7894,2
3636,1
6735,2
2501,0
6385,1
17129,3
14894,3
5729,0
4652,4
17343,4
14762,1
16795,4
8193,4
15147,0
3329,2
4622,4
6447,4
9825,4
17257,4
14372,3
13349,1
10998,1
2898,4
16208,1
1185,1
328,0
11795,0
13290,3
30,0
1030,0
2410,0
1155,4
3878,4
11666,2
2245,3
7687,0
14699,1
12245,1
3769,2
4050,0
9527,4
12647,1
14640,1
756,4
8934,0
17218,3
16720,1
12274,0
6353,2
14680,1
14003,2
8378,1
11564,3
8873,0
2621,3
14558,4
15884,4
9886,2
2807,2
17662,0
13033,1
13478,3
4458,4
4805,0
16841,3
1933,0
17113,4
13740,3
5927,0
7132,4
6234,4
10254,3
39,0
12847,3
14626,3
15975,1
11050,1
8904,2
14286,4
15020,0
4847,0
10656,0
13482,0
10587,3
16011,3
5270,4
37,4
3918,1
1619,0
13616,1
10238,4
9278,0
5579,0
13401,4
4030,0
176,0
6390,4
12677,1
16983,2
9942,0
9663,3
4194,0
17599,1
1221,0
7428,4
7018,2
17832,2
16889,4
8201,4
5881,2
2010,1
2493,0
14203,0
2784,0
13481,4
10746,2
9041,4
406,3
5986,0
16738,0
6360,0
8514,0
15793,3
11522,0
7337,0
15775,3
9447,0
6580,1
15673,4
11451,2
12915,0
11313,0
15440,2
8823,3
1235,1
4979,3
15035,3
4769,4
6102,0
6329,4
2891,0
13594,4
1800,0
9319,0
1264,3
15697,4
9297,4
6632,4
2789,0
17647,1
10867,1
4136,0
2076,1
3782,0
3196,0
16796,4
13140,0
14348,2
8965,4
3120,1
15764,4
3607,0
14241,3
9072,4
11928,0
11327,4
8489,4
10871,4
10133,3
15082,0
15994,4
12784,0
13337,2
547,0
17648,1
8634,1
7576,4
3921,3
16417,2
6030,0
3709,4
15198,0
11953,3
6517,3
504,3
5487,4
12414,0
12039,0
12236,3
8897,4
4756,1
14352,4
11387,3
14771,0
523,4
16189,4
14750,4
6635,4
10190,4
11421,4
14980,4
12560,0
8198,4
6081,3
13265,0
13787,2
12402,0
1921,4
10700,4
10200,4
4904,0
15860,0
1293,4
10182,1
76,3
4612,0
7010,4
8622,0
11565,1
7296,3
15571,2
4959,4
8663,2
17783,0
11283,1
12618,4
1094,4
6750,0
3701,0
119,1
15259,0
5798,4
1990,0
13702,0
26,3
13476,2
1904,4
15337,0
8027,4
3478,4
12726,4
14331,4
1625,0
8423,4
10993,4
17664,3
15470,4
5315,4
914,4
3651,4
2087,0
4201,1
16050,0
6569,1
9174,4
7902,2
9274,4
17316,1
6691,4
6145,0
10629,3
11429,3
17871,0
16578,0
8926,2
17649,0
14520,0
12257,3
15852,2
8221,0
14788,0
17737,3
8486,4
680,4
12119,1
12561,1
4342,0
6938,0
17786,0
5198,4
1978,0
1985,0
13737,4
10461,3
12271,2
4625,3
7038,4
1299,2
9522,1
1564,3
16392,0
8912,0
7308,4
8259,2
14616,4
2075,1
11856,3
6571,4
8490,4
10535,0
6531,4
6841,1
6969,4
12540,4
2372,3
561,0
5830,2
12626,4
12495,4
17630,1
2835,4
15628,3
2042,4
10396,3
10854,0
1099,2
16139,1
8412,1
16624,0
2472,1
16222,4
5169,0
96,4
8932,0
9177,2
14176,0
2464,1
5059,4
6061,1
2558,0
4921,0
9834,2
400,0
1241,0
12565,0
3582,0
10346,3
17672,2
9131,1
9394,3
9999,0
1073,0
4641,2
7610,0
5850,0
15030,4
7413,1
1324,0
149,3
11932,0
597,0
3015,0
9850,0
2318,0
3859,4
13021,3
16947,0
16980,2
17521,4
15232,4
9610,1
16379,1
8063,0
1810,0
702,3
4248,3
11633,3
16424,3
13383,0
7762,0
5566,0
6150,4
12316,0
271,3
9372,0
8092,4
13880,4
14749,3
7520,3
1041,0
2390,0
17275,4
1375,0
14941,1
4464,0
11042,4
9884,2
10764,3
17589,0
2252,0
736,2
8488,4
7582,1
7864,1
5875,2
6458,2
14975,0
4939,1
3998,0
2016,4
5625,4
17202,3
11373,0
9519,4
13940,4
9017,1
6449,4
2636,0
13782,0
7205,2
1309,4
5958,0
11258,1
3693,4
2580,0
147,4
800,0
16313,3
5570,0
7554,0
6249,4
1983,4
6201,3
16506,0
3136,3
6499,4
1816,4
12950,4
7200,4
12500,0
7616,0
14704,2
11574,1
8987,4
16034,4
13802,1
2860,1
2928,4
1808,0
4275,1
13014,4
13052,4
4698,4
11831,2
5167,4
16661,4
9762,1
14834,1
10594,0
13851,3
5272,2
10698,4
2157,0
13566,1
4126,4
14349,1
13778,3
3682,3
8973,4
12251,0
12186,4
17912,0
16383,4
1683,2
5096,4
16766,1
4814,0
13678,1
2338,4
17789,4
10443,0
9469,0
3029,0
16589,3
2378,0
2094,1
16434,2
1349,1
17764,1
17250,4
11973,4
4976,0
7421,0
9905,4
10173,4
16338,0
8907,1
5678,3
8241,2
222,3
12327,0
988,2
8842,2
12421,4
7935,4
4245,3
5555,0
2266,4
9864,4
13421,3
12474,3
16091,0
17705,0
6982,4
15243,4
9632,4
15024,1
2188,0
1474,3
6332,0
3741,4
5191,4
13504,3
14557,2
15061,4
1255,3
4577,2
3737,3
9358,2
3511,1
6366,4
2688,1
14309,2
1449,0
6761,4
9111,0
7074,0
463,2
1928,2
876,4
1352,2
2770,1
10662,3
7703,2
6315,0
6827,4
1360,4
9336,2
6875,4
2254,1
4800,3
7558,1
5521,4
11656,4
1458,3
5880,1
4441,2
10633,3
10676,3
2329,0
4719,2
7697,0
8397,4
2578,4
9476,4
11639,1
5536,1
1905,4
9535,4
9563,0
10503,2
9339,0
1553,0
2751,3
3418,4
15165,4
13272,2
15718,1
2870,4
9258,0
171,1
7002,0
7290,0
4639,0
15807,4
16159,2
8233,0
5563,4
771,0
14859,2
14773,4
5273,1
17686,0
12073,3
2460,4
15225,0
16430,0
15442,1
1513,4
12497,0
12199,3
2478,4
17895,0
9015,2
207,3
14330,0
3300,2
7184,2
5567,2
993,0
7277,4
9305,0
11032,0
12846,0
12763,4
6349,1
5275,4
4222,3
10883,0
10203,0
10305,0
14546,0
17827,4
11658,0
11931,2
15520,3
301,1
5324,2
14258,1
15318,4
15253,4
11675,1
5656,0
16602,3
12356,4
6425,4
13834,2
7339,0
6772,3
10604,4
10065,0
9607,3
6685,4
14023,1
12229,0
12545,4
3975,3
6547,3
13073,2
17472,0
2980,4
9739,4
16621,3
687,0
513,4
14273,1
9660,2
10848,0
17733,3
12062,0
12527,2
9793,4
2256,4
9533,4
4247,3
1585,1
12124,4
841,4
431,0
4107,2
11543,2
5440,2
16029,4
315,2
17178,2
8844,3
7028,4
1402,3
13510,4
16988,0
8775,2
14111,4
459,0
13671,1
4024,0
352,0
16511,1
6151,0
4732,0
3595,1
2997,0
7157,2
3306,2
14490,4
977,4
15120,4
10979,1
16966,4
13548,0
14527,1
1511,4
13044,4
14842,4
3560,1
10357,4
15959,2
16218,1
7800,3
7054,3
14473,0
5737,1
12127,4
9755,4
9676,3
14018,3
5662,1
5693,0
5471,2
7426,0
10476,0
5512,0
13100,0
13905,4
17102,4
9965,1
6843,2
8660,0
5876,0
2156,1
4826,0
17568,4
3216,1
13193,2
12478,0
6757,4
7020,0
14228,1
4477,0
4508,4
8047,0
12303,2
14066,2
6202,0
1329,3
9600,0
6656,0
2573,2
9666,2
15397,3
17618,0
5132,0
5631,4
12570,4
17880,0
11760,2
5612,1
7603,4
12849,3
9776,3
15148,1
15620,4
3985,2
822,0
3013,0
10683,0
1976,0
5310,1
950,3
4640,2
13094,1
11677,0
11010,2
4997,3
826,4
5388,2
1705,4
16735,4
1480,4
2211,3
2182,4
9446,1
10283,0
9010,4
3521,0
9156,0
13292,3
10086,0
5224,2
2332,0
16891,4
11285,0
15866,3
3022,0
8195,0
5188,1
13312,0
4660,3
10932,0
16377,1
32,3
5618,2
2900,4
713,1
17855,3
1477,3
17324,0
982,2
857,4
10657,1
4403,0
3726,1
514,3
5632,4
494,2
11641,0
16640,1
13463,4
11528,1
16885,2
12788,0
15158,4
5774,1
1338,3
14571,0
4317,4
14178,3
15077,2
6330,3
3823,4
15605,1
15296,4
2388,2
570,4
3273,1
15314,4
12294,4
12859,4
5481,4
3173,4
6247,0
12895,1
2412,0
6068,1
10841,2
13914,0
8495,4
4772,3
6601,4
6604,4
7776,1
8178,1
14498,1
6357,3
12524,0
3432,4
1084,1
15511,4
3266,3
699,3
13161,3
16679,2
4401,1
5764,2
11566,1
5695,4
2226,0
16462,1
6894,4
2934,0
8933,1
16322,0
7471,0
9331,4
8522,4
16962,2
10252,1
12424,3
17440,2
10637,3
5723,1
10222,3
16967,2
528,4
11036,2
15107,4
5427,4
4763,2
12435,0
15290,4
16017,0
9180,3
15118,1
6077,3
7819,0
3861,0
6603,3
16700,1
9720,3
15180,3
13865,4
13122,0
15525,2
592,4
6466,0
12689,4
1370,4
15310,4
10670,0
13152,0
2239,0
8264,2
5190,0
3922,0
12948,4
8349,0
16854,4
8414,4
739,3
13719,4
3993,3
10900,4
1760,0
4461,4
12400,0
7262,0
11496,2
13754,0
13663,0
8779,0
16295,1
4741,4
12393,0
1918,4
4727,4
12653,0
1193,2
7451,0
12420,1
17826,4
16486,4
12749,0
3890,3
5664,0
15789,2
6544,3
14950,0
13784,2
12664,1
12965,2
3800,4
17155,2
9613,0
14238,4
17766,0
11125,3
7053,4
4440,2
1261,4
6530,4
15650,4
17688,3
3274,3
10145,0
9104,1
5043,0
338,1
15389,3
9257,4
2994,3
14850,0
9830,0
6806,0
8649,1
11061,1
17600,4
13355,1
11846,2
710,0
1765,0
850,3
9043,4
14713,0
8149,0
6748,1
381,0
6559,2
17369,4
5094,4
1980,3
7531,3
12263,4
4154,2
7992,4
17246,4
13341,0
12130,2
8022,4
11919,2
6062,0
14676,4
2180,0
11983,4
14491,0
11692,3
7635,4
8560,0
8674,0
659,0
10376,0
9473,2
9667,4
13197,0
8343,0
14184,1
16228,2
3268,4
5825,4
14462,1
12184,3
12042,4
10051,1
2771,3
10496,4
14815,0
1010,0
11321,0
8963,4
10802,0
227,3
11638,1
7403,0
16071,0
10666,4
14043,0
6588,0
1258,4
8505,4
11017,4
1104,3
5803,3
2719,3
3369,3
17445,3
17265,0
44,1
7898,1
2348,3
7661,2
13969,3
462,0
16023,4
1490,0
1419,3
3347,0
16152,0
7525,2
10183,1
3528,2
11533,3
5619,1
3144,3
12539,3
177,1
4866,4
17294,0
16337,4
13576,2
17052,1
13983,3
17009,4
9276,1
3653,4
11956,4
14959,3
13803,2
628,2
6693,0
6630,0
12288,2
2569,1
10042,4
9113,2
13753,0
17180,4
1732,4
6668,3
13252,3
13109,1
2241,2
12850,1
10242,0
10754,4
3991,2
1337,0
9134,1
2620,0
10358,0
13153,1
11577,2
7087,0
12192,1
11145,4
4970,4
1577,1
18,1
17759,3
10667,4
873,4
16236,4
9148,4
3228,0
5648,4
12603,0
11704,4
11836,4
3556,4
7539,0
12888,3
947,0
10743,0
5520,4
12416,0
2521,3
5583,3
6175,4
584,0
1038,4
15167,3
15783,4
11939,0
3904,1
15280,4
11080,1
9719,1
9777,0
14714,0
6763,4
12515,4
8031,3
16301,0
9096,0
13168,0
12406,3
6887,0
2576,1
9256,0
17175,4
13895,4
10126,1
17300,3
888,1
4754,0
12485,3
6260,3
6241,4
14836,4
5861,0
16835,4
3807,4
17074,1
10429,1
9773,4
13293,0
1287,2
2198,2
11159,3
9639,4
97,4
12009,3
12460,3
17917,0
15150,3
3690,1
17864,3
4578,1
14192,2
14004,0
1013,0
5734,0
3917,1
10479,0
7500,3
11669,3
6769,0
7863,2
10774,4
12658,0
13995,0
13069,0
2748,4
5650,1
10144,0
4895,1
1570,3
15701,3
4046,4
3578,4
486,3
492,4
13530,0
11826,2
13110,2
510,0
13536,0
12576,4
15252,0
6052,0
591,0
16086,3
1321,0
16935,4
16360,0
7710,0
10338,3
16266,1
16413,2
16003,3
6831,0
10741,0
2428,0
1702,0
4813,3
3237,2
5768,3
17390,0
8367,1
8346,4
6577,4
13998,4
3276,0
4267,0
15933,0
14497,4
6609,3
13797,0
8644,4
2582,3
10972,4
15774,0
13017,4
15709,0
13454,3
3351,3
10937,2
9715,0
1134,3
17396,3
10087,2
325,3
2283,4
15261,4
7396,1
11284,4
269,2
1552,4
10347,2
2756,2
4501,4
16956,2
5074,4
2027,1
17196,4
1537,0
6574,0
15598,0
9704,1
5384,0
14988,2
7909,3
4592,3
8498,4
3475,0
12638,2
4226,0
16927,1
5304,2
8714,1
4560,0
7766,1
942,4
8257,2
7989,0
11788,4
941,4
2249,0
9638,2
10903,0
2715,3
5143,2
17458,3
15017,0
12770,1
1095,4
6659,4
5701,2
15524,4
5066,3
10959,0
9950,4
14421,0
7287,1
7997,0
13810,4
1064,0
16883,2
2850,0
8036,4
10981,0
15455,2
3597,1
10963,4
10939,0
11724,1
6110,0
17868,3
5747,0
9369,0
6261,4
10472,4
4392,4
15249,3
1927,1
11874,1
5865,1
5314,0
4941,1
15213,1
10894,3
13617,2
17821,3
4324,0
7851,1
8101,0
7729,2
6857,3
14667,1
16615,2
6799,1
1881,2
1473,0
14047,3
12358,0
5302,4
8446,0
6650,0
8591,4
4780,0
5010,4
7516,2
2477,3
697,0
3356,3
6377,3
11122,3
10482,0
13085,0
9480,4
7631,1
15352,0
10240,0
59,4
2519,2
16663,4
15687,3
3116,1
1423,0
14621,3
13542,4
16207,4
12094,3
15691,4
14316,3
11680,0
6860,0
4554,2
14888,0
14724,0
8379,1
14207,0
9970,0
4558,4
13416,4
2881,3
10256,3
5508,0
4228,1
2177,4
11517,0
13291,2
1590,2
16517,3
2731,0
11661,0
11945,1
1023,0
17489,0
5219,1
8867,3
17632,2
9411,4
4119,0
3001,3
12209,4
16822,1
562,3
11593,1
2666,0
13483,4
13639,0
5377,0
2548,0
17572,0
979,1
2571,3
3788,3
1447,3
12295,1
13406,4
14883,3
3768,4
9657,3
1730,1
9194,4
16119,0
13210,3
13989,0
7910,2
3953,0
5832,4
16238,4
1236,1
8992,1
1942,4
1177,0
14293,2
14457,4
12136,0
17577,4
13580,2
4900,0
14446,2
16431,4
7076,3
15413,0
16157,0
13698,4
8821,4
10788,4
6127,2
6431,0
3685,4
3831,4
2874,0
2003,4
4966,2
5289,4
7748,3
12296,1
5404,3
13714,0
2802,1
4434,4
14521,3
6825,0
17162,3
801,1
10936,0
1170,0
8541,0
3527,3
12774,4
17485,2
1040,4
253,3
11478,0
12761,4
9135,2
2045,4
7291,4
14245,3
6788,4
15829,4
11650,1
14092,2
11789,2
5214,0
1465,4
13019,0
6696,0
2298,2
11877,1
12018,3
9009,3
3166,1
2210,3
16489,0
4773,0
4172,0
10513,1
7079,0
7678,4
10530,0
9618,2
5936,4
2000,4
1197,3
7312,0
829,0
11790,1
16067,4
5029,2
4110,0
17491,4
5735,4
12471,0
14609,2
11401,4
2567,4
109,3
10861,4
2261,4
16617,1
8398,0
7927,4
11707,4
15454,0
5759,2
15255,0
6752,2
16586,0
1823,3
6638,1
7437,4
16692,0
15011,1
16432,2
12899,3
14463,2
16206,2
13945,2
9708,2
2904,2
3601,4
15014,4
10298,4
15412,4
1376,1
9967,0
11147,0
14565,4
664,1
6736,0
16934,0
1657,2
4953,3
12359,0
13417,2
1092,4
15278,0
15897,4
1691,2
5948,4
2297,3
10694,4
16986,4
12799,1
3062,3
5112,4
14725,1
8611,4
7436,4
16150,4
11804,4
15237,0
7108,2
15111,2
6432,3
11101,3
12584,0
4853,1
4181,3
13413,0
12218,1
6558,1
7297,0
9047,0
2550,4
15589,0
4219,1
12547,3
6613,2
3240,4
12766,4
13364,4
17329,3
14873,0
15804,0
16353,4
707,1
8293,1
16650,3
12054,2
11978,1
5964,3
5243,4
9171,1
10912,3
7343,2
4916,3
2362,4
2767,1
11632,4
8070,0
15406,1
8077,4
7968,3
17200,4
10623,1
1478,0
7914,4
11201,0
13664,4
9404,0
4906,3
6266,0
5842,3
13629,1
13603,3
17006,4
9044,1
17861,4
17570,1
13641,4
16076,4
12511,3
11539,1
6830,0
17824,0
9867,0
9155,4
910,4
2514,0
6296,4
17057,4
13867,0
8996,4
10300,0
9532,0
7709,1
14876,2
138,3
11610,2
17551,1
3569,2
13347,0
1740,3
15036,0
3730,4
15094,4
16639,2
16010,4
8218,0
6512,4
3278,2
12535,4
16719,0
15184,4
6481,4
6884,0
13607,2
6900,1
14346,1
17602,3
11774,4
3480,4
2998,0
3142,4
3937,4
8279,4
15867,2
306,1
1417,0
12629,2
15748,4
16961,2
4000,3
10717,4
7946,0
8941,4
320,2
5254,4
7658,4
13694,4
9908,0
15057,1
2006,0
5806,4
7761,0
3767,2
10597,2
3133,2
7948,4
8843,3
15116,2
14945,1
1886,3
3297,3
7183,2
9645,4
6742,4
11094,0
3067,1
7713,1
10612,4
13233,3
11523,1
8160,0
1269,1
12851,4
7192,0
5041,0
12944,2
2132,2
5227,2
17028,2
10192,1
12248,4
8543,0
7840,1
8072,0
8938,4
4034,0
10755,2
5039,0
17781,1
12025,4
16968,4
5491,0
2387,4
15715,0
14674,0
2078,2
6386,3
16552,2
368,3
12760,3
17420,2
2649,1
14190,0
1335,1
17385,0
17504,1
6940,2
7467,1
7124,2
6960,4
17177,4
4919,4
17278,4
3680,2
5345,4
22,2
16303,3
1698,0
11672,4
5165,1
8951,1
2424,3
1281,4
1070,3
16837,2
9217,0
15447,0
8871,0
8062,4
6093,4
16785,4
13391,0
13120,2
453,2
2856,0
15769,0
3484,1
12714,2
12557,4
14028,4
8480,0
12810,4
625,4
1359,0
4420,0
8173,1
7121,1
11028,1
13121,3
5195,0
12733,0
9656,0
3600,3
12593,3
3668,1
11135,0
11364,2
16887,3
834,0
11166,0
6004,4
17906,0
10815,1
563,0
8652,4
7251,2
17641,3
10191,2
5944,1
12444,4
12183,0
1694,4
3345,4
17264,2
8143,2
1522,4
9268,4
16593,2
12755,3
1786,2
5295,4
7241,1
5255,0
4148,3
3370,0
13951,4
4564,1
16990,0
13219,3
7218,2
4031,1
6515,0
7865,2
12932,4
15168,4
3543,4
10816,0
5129,2
17844,2
232,3
17258,0
13283,4
15999,0
8115,2
10688,0
6125,4
13524,0
343,1
5082,1
3683,0
16888,4
14569,4
12412,3
8723,2
16445,0
5419,4
7587,0
15812,1
10480,4
5837,3
17683,0
11016,0
11267,4
5049,0
958,4
1825,0
6619,2
5769,1
3660,1
9146,4
13377,1
15250,1
6952,0
14370,0
16939,2
5710,1
17614,1
5158,1
5000,4
836,1
14789,1
10175,2
14926,3
6446,1
8245,2
2792,2
6631,3
11128,4
13029,1
543,0
17035,4
4082,2
3232,1
1701,1
299,1
5707,2
8266,3
16121,0
13248,1
13755,1
10296,4
11012,4
2782,3
15466,3
3208,1
9836,1
7768,4
17619,4
9302,0
16070,1
11730,1
12193,3
641,1
13266,1
15676,0
17697,3
14822,1
4130,2
1035,3
1782,0
15864,4
3612,3
7060,3
3326,1
427,1
1842,0
689,3
4502,2
4819,3
4799,0
558,1
10123,3
211,4
13853,4
4693,2
1858,1
6536,4
10880,0
8832,1
1311,3
17549,1
10793,3
1250,4
6132,3
399,0
4785,4
7521,4
17728,1
212,2
9325,1
9471,4
2964,3
4858,3
9878,0
17451,0
4047,4
5940,2
10920,2
2655,3
16466,0
8345,3
6098,1
10112,2
15702,0
8721,1
7663,4
17758,2
9248,3
7622,0
14148,3
9605,2
1857,2
3106,4
9709,2
3048,4
10602,0
14802,4
2333,0
4511,0
15371,2
15816,4
12059,0
5813,1
6836,0
3440,2
10402,4
11160,1
16278,3
986,2
117,1
5130,4
11603,4
11484,1
2405,1
14764,0
13299,0
11067,0
385,2
1873,0
5461,4
9571,0
8803,3
10638,0
1381,1
13359,0
9753,2
10548,4
676,0
8582,3
17012,2
4923,2
16366,0
14573,0
17478,0
8209,3
7981,3
9030,1
7541,4
10966,3
4695,0
17047,0
14246,4
16964,3
5064,0
6147,0
445,1
3077,1
11014,3
10574,0
14847,1
10106,0
13040,0
10370,2
10551,3
1661,0
12063,4
6023,0
10593,0
8668,3
14997,3
16408,0
16900,0
15810,3
13916,2
609,1
9746,3
13824,4
3617,2
14361,1
8927,3
10627,1
3848,4
15340,2
17431,1
16867,4
14835,0
14848,4
9488,3
10204,1
14382,4
6180,4
6946,3
13959,0
17470,2
14646,0
8882,3
14629,0
6959,4
17325,1
1048,1
1469,4
3412,0
14450,0
3722,0
9578,3
9890,1
2588,3
16814,0
3837,0
15064,0
8905,0
3576,2
14412,0
10907,2
7361,3
7270,1
16573,3
17667,3
316,3
5475,2
10325,4
9355,4
4365,1
11989,4
16333,0
10862,3
14133,1
5328,3
2534,3
13433,0
5189,4
5347,2
1711,3
14427,0
3059,3
14914,4
17418,3
12732,0
2869,0
3546,0
4120,4
3437,4
13978,2
10866,2
13684,2
4704,0
483,0
1452,4
17010,1
14817,2
4774,3
15068,1
12319,3
8451,4
526,1
9759,0
2403,4
12780,2
9631,2
5327,3
184,0
636,3
9412,0
14259,4
308,3
16038,0
4327,4
7326,2
4416,4
11394,0
12477,3
3417,3
6184,1
2780,2
15403,4
12722,0
448,1
6633,0
4669,2
15519,3
8518,3
8083,4
14020,0
15753,1
15627,0
10820,0
4472,0
17655,1
706,0
3462,2
5688,4
6305,0
17487,2
2640,4
4018,0
4556,0
8770,2
11902,4
2559,0
8610,4
11784,1
10550,1
9389,0
5465,3
16671,0
11624,4
14685,4
11558,1
6835,0
4121,0
7208,4
6543,1
13012,0
10832,0
2172,4
2026,0
12661,4
8411,4
3840,0
8542,2
7546,2
12260,4
4613,4
1935,0
10870,3
2040,0
868,2
5087,2
1727,2
13673,1
1944,0
2716,1
2408,0
7650,4
12230,2
17426,4
16205,4
11520,2
11502,0
14311,3
3778,0
8789,3
8667,0
4530,2
12163,4
11710,4
3585,0
6706,0
5808,0
1722,3
17687,1
15207,4
12891,3
11775,4
8485,0
6511,2
5019,2
8081,1
5166,2
594,0
15646,0
10247,0
15781,2
11875,1
3201,0
15083,4
9729,3
17332,0
3261,0
12929,4
17436,3
2375,4
16810,0
11684,4
9077,3
4274,4
13112,3
6444,3
11389,2
14320,0
144,2
17312,3
75,4
11696,4
5067,1
326,3
16131,2
10500,1
7991,3
3277,4
2776,2
9918,4
892,1
12981,0
5645,2
4413,2
5456,3
13974,0
7607,4
11350,4
9573,4
11755,0
2939,2
15666,4
9461,4
7078,3
1306,1
4665,0
9205,4
8473,3
14251,4
7644,4
6611,4
13645,4
13529,3
6898,0
2149,0
17929,0
6019,2
16394,1
3244,0
17514,2
624,4
17021,2
8544,0
1291,0
12797,4
4301,4
15078,3
17749,0
12056,4
13279,2
3283,4
2615,4
9989,4
15004,4
5298,0
7511,0
15173,3
12058,4
8215,3
9234,2
15607,0
3663,0
8127,0
4382,2
16721,3
15485,2
11337,1
6537,2
5467,1
3454,4
7267,0
9814,0
4762,0
10758,1
3291,3
11891,4
3346,0
7386,1
4532,2
2736,0
9694,4
8688,2
10791,2
4531,4
7662,2
15172,4
7246,0
1950,0
2008,0
16030,0
4670,1
137,3
16680,4
15954,1
5085,0
17811,3
9534,0
15612,0
2650,4
17219,4
11134,4
17876,1
4515,0
3923,2
11818,3
16143,4
6803,2
9875,2
5893,0
15388,0
9524,3
373,3
13785,1
3448,3
8476,3
1438,2
10336,4
679,4
16227,3
2212,4
13304,4
15174,4
1025,0
11119,3
15772,3
6117,1
8815,0
7816,3
3057,4
12249,3
12443,3
141,4
13829,3
14399,1
3947,4
14125,4
4124,0
13934,2
16689,4
16317,4
16659,2
773,1
1747,0
15135,4
5622,2
16857,1
5930,4
556,0
4361,1
4882,4
330,3
4086,2
11800,4
550,0
4924,4
2421,0
13080,3
15950,0
3316,3
2848,3
16787,4
183,0
11450,4
16772,1
10068,3
11787,0
6909,1
571,0
969,2
14374,4
11437,4
1880,1
17311,0
12431,0
7261,2
12389,1
17103,3
3805,0
1845,4
6514,3
12106,0
8799,4
10994,4
5785,0
1086,0
589,1
14129,0
2181,4
8406,4
12648,0
4884,3
12793,4
13238,2
4171,0
2134,0
2201,1
13949,4
16400,0
367,1
16051,4
8103,1
12219,3
4316,0
11395,4
14948,3
6711,3
8754,0
15956,1
7987,2
3789,1
17372,0
8739,0
723,3
11625,0
2889,4
5098,2
5378,0
14595,0
17293,0
15001,3
16520,1
5833,4
13390,4
12918,1
7639,4
10165,0
1642,0
5299,1
14398,2
5895,0
12380,1
8041,3
15602,0
9475,4
10639,4
3886,0
12403,0
10784,2
1440,0
12438,0
1120,0
522,3
4354,4
4908,0
11346,4
3388,0
16112,4
11325,1
5595,1
2849,3
6039,1
15451,3
8025,4
16913,3
17094,4
12383,2
12998,1
7625,4
13871,0
14690,2
4838,1
14269,0
16068,3
5572,0
9568,3
5196,2
11176,4
12794,3
2585,4
16008,0
11418,4
9733,2
6848,3
11740,4
2946,1
14180,3
16838,3
2779,4
15575,4
156,4
17716,3
11515,4
16931,0
7527,2
5318,1
11700,3
7765,1
2700,0
3541,0
6510,4
5996,4
3174,0
11181,0
12652,4
12221,4
1487,3
1544,4
7026,3
11307,0
8410,0
15850,3
8720,3
10918,4
11197,0
11213,3
11897,0
5005,4
4829,0
15294,0
946,2
2932,4
15019,2
6681,4
12307,0
13883,3
5355,0
14583,1
4008,0
15279,1
1026,0
14824,4
14994,3
14291,4
8024,4
3168,1
7003,0
1213,2
16492,2
5240,4
17263,4
10455,2
13083,0
7990,4
8624,4
16467,1
14570,3
1150,0
4010,0
8327,0
5207,4
16389,3
1505,0
16242,0
5452,2
2393,4
9198,4
6690,0
5657,1
10122,0
9129,1
3305,3
14719,0
5821,0
6182,0
3643,0
8949,4
16420,4
5072,1
8444,0
8717,3
7202,0
8614,0
5897,4
5137,1
4927,4
10721,3
10261,4
6427,2
16483,2
1433,3
4707,4
11154,3
7646,0
6178,3
9341,0
3396,0
403,2
4644,3
10795,4
13975,2
10078,4
9827,4
3073,0
7814,4
3896,4
13165,1
17066,0
17834,3
15946,0
9975,4
16882,2
3097,0
3433,1
3497,1
5613,0
10521,4
17215,1
1536,1
7268,4
6211,0
12748,3
14971,0
15102,2
2693,4
928,4
9594,4
478,0
17819,4
3615,4
12282,0
12102,0
7459,0
13937,0
14532,2
4967,0
16851,1
5702,3
645,4
2919,1
7588,4
6593,0
734,2
4920,3
4822,4
7424,0
2307,4
11714,3
1926,0
3725,3
12894,4
2838,2
8580,0
14139,3
2584,1
3258,1
2783,4
7484,0
6796,4
15678,1
15244,4
7623,0
11781,1
10449,1
12483,4
3223,2
5387,4
12516,0
8766,0
12239,2
2367,4
1404,4
15545,4
10223,4
5057,0
